"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Price","Variant Inventory Qty","Variant Grams","Image Src"
"the-crochet-tan-bikini-bottoms-mocha","The crochet tan bikini bottoms","<p data-start=""117"" data-end=""463"">The perfect tanning crochet bikini bottoms. Made with double-layered fabric and adjustable tie sides, allowing you to wear them at any height on your hips for a customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, these bottoms are a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""465"" data-end=""704"">With their delicate crochet detailing and flattering shape, these bikini bottoms are made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be reaching for again and again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini top</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","30, Prints, SWIM","TRUE","Size","4","Color","melt","THECROCHETTANBIKINIBOTTOMSMOCHA-MELT-4","20.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3C71CCC4-25EC-4638-9D72-111A4A2D7727.jpg?v=1754704479"
"the-crochet-tan-bikini-bottoms-mocha","","","","","","TRUE","Size","6","Color","melt","THECROCHETTANBIKINIBOTTOMSMOCHA-MELT-6","20.00","-1","0",""
"the-crochet-tan-bikini-bottoms-mocha","","","","","","TRUE","Size","8","Color","melt","THECROCHETTANBIKINIBOTTOMSMOCHA-MELT-8","20.00","0","0",""
"the-crochet-tan-bikini-bottoms-mocha","","","","","","TRUE","Size","10","Color","melt","THECROCHETTANBIKINIBOTTOMSMOCHA-MELT-10","20.00","0","0",""
"the-crochet-tan-bikini-bottoms-mocha","","","","","","TRUE","Size","12","Color","melt","THECROCHETTANBIKINIBOTTOMSMOCHA-MELT-12","20.00","0","0",""
"the-crochet-tan-bikini-bottoms-mocha","","","","","","TRUE","Size","14","Color","melt","THECROCHETTANBIKINIBOTTOMSMOCHA-MELT-14","20.00","2","0",""
"the-crochet-tan-bikini-bottoms-mocha","","","","","","TRUE","Size","16","Color","melt","THECROCHETTANBIKINIBOTTOMSMOCHA-MELT-16","20.00","0","0",""
"the-crochet-tan-bikini-bottoms-black","The crochet tan bikini bottoms","<p data-start=""117"" data-end=""463"">The perfect tanning crochet bikini bottoms. Made with double-layered fabric and adjustable tie sides, allowing you to wear them at any height on your hips for a customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, these bottoms are a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""465"" data-end=""704"">With their delicate crochet detailing and flattering shape, these bikini bottoms are made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be reaching for again and again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini top</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","30, 40, SWIM","TRUE","Size","4","Color","white","THECROCHETTANBIKINIBOTTOMSBLACK-WHITE-4","20.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D8883D5E-1B32-47DF-AE78-9E8A9EE2F0F2.jpg?v=1754700287"
"the-crochet-tan-bikini-bottoms-black","","","","","","TRUE","Size","6","Color","white","THECROCHETTANBIKINIBOTTOMSBLACK-WHITE-6","20.00","6","0",""
"the-crochet-tan-bikini-bottoms-black","","","","","","TRUE","Size","8","Color","white","THECROCHETTANBIKINIBOTTOMSBLACK-WHITE-8","20.00","0","0",""
"the-crochet-tan-bikini-bottoms-black","","","","","","TRUE","Size","10","Color","white","THECROCHETTANBIKINIBOTTOMSBLACK-WHITE-10","20.00","22","0",""
"the-crochet-tan-bikini-bottoms-black","","","","","","TRUE","Size","12","Color","white","THECROCHETTANBIKINIBOTTOMSBLACK-WHITE-12","20.00","15","0",""
"the-crochet-tan-bikini-bottoms-black","","","","","","TRUE","Size","14","Color","white","THECROCHETTANBIKINIBOTTOMSBLACK-WHITE-14","20.00","7","0",""
"the-crochet-tan-bikini-bottoms-black","","","","","","TRUE","Size","16","Color","white","THECROCHETTANBIKINIBOTTOMSBLACK-WHITE-16","20.00","6","0",""
"the-crochet-tan-bikini-bottoms-lemon","The crochet tan bikini bottoms","<p data-start=""117"" data-end=""463"">The perfect tanning crochet bikini bottoms. Made with double-layered fabric and adjustable tie sides, allowing you to wear them at any height on your hips for a customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, these bottoms are a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""465"" data-end=""704"">With their delicate crochet detailing and flattering shape, these bikini bottoms are made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be reaching for again and again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini top</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","30, Prints, SWIM","TRUE","Size","4","Color","sorbet","THECROCHETTANBIKINIBOTTOMSLEMON-SORBET-4","20.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/3AE72499-FA93-4E93-82F8-2DC4BA5168D5.jpg?v=1754704957"
"the-crochet-tan-bikini-bottoms-lemon","","","","","","TRUE","Size","6","Color","sorbet","THECROCHETTANBIKINIBOTTOMSLEMON-SORBET-6","20.00","-1","0",""
"the-crochet-tan-bikini-bottoms-lemon","","","","","","TRUE","Size","8","Color","sorbet","THECROCHETTANBIKINIBOTTOMSLEMON-SORBET-8","20.00","0","0",""
"the-crochet-tan-bikini-bottoms-lemon","","","","","","TRUE","Size","10","Color","sorbet","THECROCHETTANBIKINIBOTTOMSLEMON-SORBET-10","20.00","3","0",""
"the-crochet-tan-bikini-bottoms-lemon","","","","","","TRUE","Size","12","Color","sorbet","THECROCHETTANBIKINIBOTTOMSLEMON-SORBET-12","20.00","2","0",""
"the-crochet-tan-bikini-bottoms-lemon","","","","","","TRUE","Size","14","Color","sorbet","THECROCHETTANBIKINIBOTTOMSLEMON-SORBET-14","20.00","5","0",""
"the-crochet-tan-bikini-bottoms-lemon","","","","","","TRUE","Size","16","Color","sorbet","THECROCHETTANBIKINIBOTTOMSLEMON-SORBET-16","20.00","0","0",""
"the-crochet-tan-bikini-bottoms-strawberry","The crochet tan bikini bottoms","<p data-start=""117"" data-end=""463"">The perfect tanning crochet bikini bottoms. Made with double-layered fabric and adjustable tie sides, allowing you to wear them at any height on your hips for a customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, these bottoms are a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""465"" data-end=""704"">With their delicate crochet detailing and flattering shape, these bikini bottoms are made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be reaching for again and again all summer long.</p> <ul> <li>Thick double layered quality fabric</li> <li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini top</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</p>","Koko Bay","","30, Prints, SWIM","TRUE","Size","4","Color","sorbet","THECROCHETTANBIKINIBOTTOMSSTRAWBERRY-SORBET-4","20.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/B0B8E16A-1E1B-4A78-9C6B-C1AE3077DF52.jpg?v=1754710534"
"the-crochet-tan-bikini-bottoms-strawberry","","","","","","TRUE","Size","6","Color","sorbet","THECROCHETTANBIKINIBOTTOMSSTRAWBERRY-SORBET-6","20.00","0","0",""
"the-crochet-tan-bikini-bottoms-strawberry","","","","","","TRUE","Size","8","Color","sorbet","THECROCHETTANBIKINIBOTTOMSSTRAWBERRY-SORBET-8","20.00","0","0",""
"the-crochet-tan-bikini-bottoms-strawberry","","","","","","TRUE","Size","10","Color","sorbet","THECROCHETTANBIKINIBOTTOMSSTRAWBERRY-SORBET-10","20.00","0","0",""
"the-crochet-tan-bikini-bottoms-strawberry","","","","","","TRUE","Size","12","Color","sorbet","THECROCHETTANBIKINIBOTTOMSSTRAWBERRY-SORBET-12","20.00","1","0",""
"the-crochet-tan-bikini-bottoms-strawberry","","","","","","TRUE","Size","14","Color","sorbet","THECROCHETTANBIKINIBOTTOMSSTRAWBERRY-SORBET-14","20.00","4","0",""
"the-crochet-tan-bikini-bottoms-strawberry","","","","","","TRUE","Size","16","Color","sorbet","THECROCHETTANBIKINIBOTTOMSSTRAWBERRY-SORBET-16","20.00","0","0",""
"the-crochet-tan-bikini-top-mocha","The crochet tan bikini top","<p data-start=""125"" data-end=""504"">The bikini top of the season and the perfect tanning bikini. Our crochet triangle bikini top is made with double-layered fabric and features fully adjustable neck and back tie straps for a flawless, customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, it’s a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""506"" data-end=""739"">With its intricate crochet detailing and flattering silhouette, this bikini is made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be grabbing over and over again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini bottoms</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","30, Prints, SWIM","TRUE","Size","4","Color","melt","THECROCHETTANBIKINITOPMOCHA-MELT-4","22.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F8877A7E-7B4D-485D-97DA-FDF211000AE1.jpg?v=1754704523"
"the-crochet-tan-bikini-top-mocha","","","","","","TRUE","Size","6","Color","melt","THECROCHETTANBIKINITOPMOCHA-MELT-6","22.00","-1","0",""
"the-crochet-tan-bikini-top-mocha","","","","","","TRUE","Size","8","Color","melt","THECROCHETTANBIKINITOPMOCHA-MELT-8","22.00","0","0",""
"the-crochet-tan-bikini-top-mocha","","","","","","TRUE","Size","10","Color","melt","THECROCHETTANBIKINITOPMOCHA-MELT-10","22.00","0","0",""
"the-crochet-tan-bikini-top-mocha","","","","","","TRUE","Size","12","Color","melt","THECROCHETTANBIKINITOPMOCHA-MELT-12","22.00","0","0",""
"the-crochet-tan-bikini-top-mocha","","","","","","TRUE","Size","14","Color","melt","THECROCHETTANBIKINITOPMOCHA-MELT-14","22.00","0","0",""
"the-crochet-tan-bikini-top-black","The crochet tan bikini top","<p data-start=""125"" data-end=""504"">The bikini top of the season and the perfect tanning bikini. Our crochet triangle bikini top is made with double-layered fabric and features fully adjustable neck and back tie straps for a flawless, customizable fit. Designed with smaller panels to give you maximum tanning exposure and minimal tan lines, it’s a fresh, feminine piece with a touch of effortless beach club charm.</p> <p data-start=""506"" data-end=""739"">With its intricate crochet detailing and flattering silhouette, this bikini is made to turn heads whether you’re lounging poolside or soaking up the sun. This is the swim staple you’ll be grabbing over and over again all summer long.</p> <ul> <li>Thick double layered quality lycra</li> <li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li> <li>Strappy design for minimal tan lines</li> <li><span style=""text-align: right;"">Pair with our matching tan bikini bottoms</span></li> </ul> <p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p> <p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","30, 40, SWIM","TRUE","Size","4","Color","white","THECROCHETTANBIKINITOPBLACK-WHITE-4","22.00","0","0","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/16C1934A-B440-4665-A0B1-1D9505B0F29F.jpg?v=1754699994"
